Date,Open,High,Low,Close,Adj Close,Volume
2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,338.6400146484375,38733908
2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,337.2300109863281,68054244
2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,338.2799987792969,42207826
2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,339.4800109863281,55106628
2020-08-24,342.1199951171875,343.0,339.4504089355469,342.9200134277344,342.9200134277344,48588662
2020-08-25,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,344.1199951171875,38463381
2020-08-26,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,347.57000732421875,50790237
2020-08-27,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,348.3299865722656,58034142
2020-08-28,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,350.5799865722656,48588940
2020-08-31,350.3500061035156,351.29998779296875,349.05999755859375,349.30999755859375,349.30999755859375,66099183
2020-09-01,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,352.6000061035156,54999325
2020-09-02,354.6700134277344,358.75,353.42999267578125,357.70001220703125,357.70001220703125,69540035
2020-09-03,355.8699951171875,356.3800048828125,342.5899963378906,345.3900146484375,345.3900146484375,148011129
2020-09-04,346.1300048828125,347.8299865722656,334.8699951171875,342.57000732421875,342.57000732421875,139156281
2020-09-08,336.7099914550781,342.6400146484375,332.8800048828125,333.2099914550781,333.2099914550781,114465322
2020-09-09,337.54998779296875,342.4599914550781,336.6099853515625,339.7900085449219,339.7900085449219,91462290
2020-09-10,341.82000732421875,342.5299987792969,332.8500061035156,333.8900146484375,333.8900146484375,90569548
2020-09-11,335.82000732421875,336.9700012207031,331.0,334.05999755859375,334.05999755859375,84680194
2020-09-14,337.489990234375,340.3800048828125,334.2207946777344,338.4599914550781,338.4599914550781,65605686
2020-09-15,341.1199951171875,342.0199890136719,338.4682922363281,340.1700134277344,340.1700134277344,52920862
2020-09-16,341.510009765625,343.05999755859375,338.5199890136719,338.82000732421875,338.82000732421875,82211256
2020-09-17,333.55999755859375,337.6995849609375,332.9909973144531,335.8399963378906,335.8399963378906,91523339
2020-09-18,335.3699951171875,335.489990234375,327.9700012207031,330.6499938964844,330.6499938964844,105877942
2020-09-21,325.70001220703125,327.1300048828125,321.7300109863281,326.9700012207031,326.9700012207031,99450829
2020-09-22,328.57000732421875,330.8999938964844,325.8599853515625,330.29998779296875,330.29998779296875,63612107
2020-09-23,330.8999938964844,331.20001220703125,322.1000061035156,322.6400146484375,322.6400146484375,93112240
2020-09-24,321.2200012207031,326.7969970703125,319.79998779296875,323.5,323.5,76681332
2020-09-25,322.5799865722656,329.5799865722656,321.6400146484375,328.7300109863281,328.7300109863281,71069426
2020-09-28,333.2200012207031,334.9599914550781,332.1499938964844,334.19000244140625,334.19000244140625,64584614
2020-09-29,333.9700012207031,334.7699890136719,331.62091064453125,332.3699951171875,332.3699951171875,51531594
2020-09-30,333.0899963378906,338.2900085449219,332.8800048828125,334.8900146484375,334.8900146484375,104081136
2020-10-01,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,337.0400085449219,88698745
2020-10-02,331.70001220703125,337.0126037597656,331.19000244140625,333.8399963378906,333.8399963378906,89431112
2020-10-05,336.05999755859375,339.9599914550781,336.010009765625,339.760009765625,339.760009765625,45713108
2020-10-06,339.9100036621094,342.1700134277344,334.3800048828125,334.92999267578125,334.92999267578125,90128883
2020-10-07,338.1199951171875,341.6300048828125,338.0899963378906,340.760009765625,340.760009765625,56999597
2020-10-08,342.8500061035156,343.8500061035156,341.8599853515625,343.7799987792969,343.7799987792969,45242476
2020-10-09,345.55999755859375,347.3500061035156,344.8900146484375,346.8500061035156,346.8500061035156,59528606
2020-10-12,349.5899963378906,354.0199890136719,349.05999755859375,352.42999267578125,352.42999267578125,80388533
2020-10-13,352.2799987792969,352.465087890625,349.0899963378906,350.1300048828125,350.1300048828125,73255513
2020-10-14,350.75,351.92999267578125,347.1400146484375,347.92999267578125,347.92999267578125,57958749
2020-10-15,343.7099914550781,348.0199890136719,343.1300048828125,347.5,347.5,60357659
2020-10-16,348.9599914550781,350.75,347.1000061035156,347.2900085449219,347.2900085449219,89501868
2020-10-19,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,342.010009765625,68425614
2020-10-20,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,343.3800048828125,60051880
2020-10-21,343.3299865722656,348.6846923828125,342.3999938964844,342.7300109863281,342.7300109863281,63574979
2020-10-22,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,344.6099853515625,55399292
2020-10-23,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,345.7799987792969,49143931
2020-10-26,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,339.3900146484375,91473002
2020-10-27,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,338.2200012207031,65994108
2020-10-28,332.1000061035156,338.248291015625,326.1300048828125,326.6600036621094,326.6600036621094,127094307
2020-10-29,326.9100036621094,333.3949890136719,325.0899963378906,329.9800109863281,329.9800109863281,90597689
2020-10-30,328.2799987792969,329.69000244140625,322.6000061035156,326.5400085449219,326.5400085449219,120448685
2020-11-02,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,330.20001220703125,86068299
2020-11-03,333.69000244140625,338.25,330.2934875488281,336.0299987792969,336.0299987792969,93294192
2020-11-04,340.8599853515625,347.94000244140625,339.5899963378906,343.5400085449219,343.5400085449219,126959700
2020-11-05,349.239990234375,352.19000244140625,348.8599853515625,350.239990234375,350.239990234375,82039749
2020-11-06,349.92999267578125,351.510009765625,347.6499938964844,350.1600036621094,350.1600036621094,74972973
2020-11-09,363.9700012207031,364.3800048828125,354.05999755859375,354.55999755859375,354.55999755859375,172304203
2020-11-10,353.489990234375,355.17999267578125,350.510009765625,354.0400085449219,354.0400085449219,85552022
2020-11-11,356.3999938964844,357.55999755859375,355.05999755859375,356.6700134277344,356.6700134277344,58649048
2020-11-12,355.5799865722656,356.71820068359375,351.260009765625,353.2099914550781,353.2099914550781,68118563
2020-11-13,355.2699890136719,358.8999938964844,354.7099914550781,358.1000061035156,358.1000061035156,62959429
2020-11-16,360.9800109863281,362.7799987792969,359.5899963378906,362.57000732421875,362.57000732421875,74541138
2020-11-17,359.9700012207031,361.9200134277344,358.3399963378906,360.6199951171875,360.6199951171875,66111009
2020-11-18,360.9100036621094,361.5,356.239990234375,356.2799987792969,356.2799987792969,70591299
2020-11-19,355.6000061035156,358.17999267578125,354.1499938964844,357.7799987792969,357.7799987792969,59940947
2020-11-20,357.5,357.7200012207031,355.25,355.3299865722656,355.3299865722656,70411890
2020-11-23,357.2799987792969,358.82000732421875,354.864990234375,357.4599914550781,357.4599914550781,63230608
2020-11-24,360.2099914550781,363.80999755859375,359.2900085449219,363.2200012207031,363.2200012207031,62415877
2020-11-25,363.1300048828125,363.1600036621094,361.4800109863281,362.6600036621094,362.6600036621094,45330890
2020-11-27,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,363.6700134277344,28514072
2020-11-30,362.8299865722656,363.1199951171875,359.1700134277344,362.05999755859375,362.05999755859375,83872709
2020-12-01,365.57000732421875,367.67999267578125,364.92999267578125,366.0199890136719,366.0199890136719,74504969
2020-12-02,364.82000732421875,366.9599914550781,364.20001220703125,366.7900085449219,366.7900085449219,45927000
2020-12-03,366.67999267578125,368.19000244140625,365.5,366.69000244140625,366.69000244140625,62881998
2020-12-04,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,369.8500061035156,50749859
2020-12-07,369.0199890136719,369.6199951171875,367.7200012207031,369.0899963378906,369.0899963378906,48944269
2020-12-08,367.7200012207031,370.7799987792969,367.6700134277344,370.1700134277344,370.1700134277344,42458859
2020-12-09,370.8800048828125,371.04998779296875,365.95001220703125,366.8500061035156,366.8500061035156,74098312
2020-12-10,365.3699951171875,367.8599853515625,364.42999267578125,366.7300109863281,366.7300109863281,57735353
2020-12-11,364.8999938964844,366.7402038574219,363.260009765625,366.29998779296875,366.29998779296875,57698614
2020-12-14,368.6400146484375,369.79998779296875,364.4700012207031,364.6600036621094,364.6600036621094,69216174
2020-12-15,367.3999938964844,369.5899963378906,365.9200134277344,369.5899963378906,369.5899963378906,64071099
2020-12-16,369.82000732421875,371.1600036621094,368.86761474609375,370.1700134277344,370.1700134277344,58420517
2020-12-17,371.94000244140625,372.4599914550781,371.04998779296875,372.239990234375,372.239990234375,64119472
2020-12-18,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,369.17999267578125,136542328
2020-12-21,364.9700012207031,378.4599914550781,362.0299987792969,367.8599853515625,367.8599853515625,96386745
2020-12-22,368.2099914550781,368.3316955566406,366.0299987792969,367.239990234375,367.239990234375,48388462
2020-12-23,368.2799987792969,369.6199951171875,367.2171936035156,367.57000732421875,367.57000732421875,46201402
2020-12-24,368.0799865722656,369.0299987792969,367.45001220703125,369.0,369.0,26457853
2020-12-28,371.739990234375,372.5899963378906,371.07000732421875,372.1700134277344,372.1700134277344,39000402
2020-12-29,373.80999755859375,374.0,370.8299865722656,371.4599914550781,371.4599914550781,53680451
2020-12-30,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,371.989990234375,49455259
2020-12-31,371.7799987792969,374.6600036621094,371.23199462890625,373.8800048828125,373.8800048828125,78520702
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,368.7900085449219,110210810
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,371.3299865722656,66426229
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,373.54998779296875,107997675
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,379.1000061035156,68766812
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,381.260009765625,71677208
2021-01-11,377.8500061035156,380.5799865722656,377.7189025878906,378.69000244140625,378.69000244140625,51176719
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,378.7699890136719,52547716
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,379.7900085449219,45303619
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,378.4599914550781,49989113
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,375.70001220703125,107159962
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,378.6499938964844,51233300
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,383.8900146484375,61836062
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,384.239990234375,47955809
2021-01-22,382.25,384.1256103515625,381.8349914550781,382.8800048828125,382.8800048828125,52136931
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,384.3900146484375,70401971
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,383.7900085449219,42665281
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,374.4100036621094,123351078
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,377.6300048828125,94198104
2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,370.07000732421875,126765121
2021-02-01,373.7200012207031,377.3399963378906,370.3760070800781,376.2300109863281,376.2300109863281,75817597
2021-02-02,379.6499938964844,383.2200012207031,376.318115234375,381.54998779296875,381.54998779296875,64450662
2021-02-03,382.43499755859375,383.70001220703125,380.4800109863281,381.8500061035156,381.8500061035156,52427090
2021-02-04,382.9599914550781,386.239990234375,381.96551513671875,386.19000244140625,386.19000244140625,47142555
2021-02-05,388.20001220703125,388.4700012207031,386.1444091796875,387.7099914550781,387.7099914550781,48669773
2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,390.510009765625,38365185
2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,390.25,35551059
2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,390.0799865722656,59154370
2021-02-11,391.239990234375,391.69000244140625,388.1000061035156,390.7099914550781,390.7099914550781,42913288
2021-02-12,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,392.6400146484375,50593270
2021-02-16,393.9599914550781,394.1700134277344,391.5299987792969,392.29998779296875,392.29998779296875,50972366
2021-02-17,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,392.3900146484375,52806681
2021-02-18,389.5899963378906,391.5150146484375,387.739990234375,390.7200012207031,390.7200012207031,59712773
2021-02-19,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,390.0299987792969,83240971
2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,387.0299987792969,67414170
2021-02-23,384.6600036621094,388.94500732421875,380.20001220703125,387.5,387.5,107284127
2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,391.7699890136719,72433946
2021-02-25,390.4100036621094,391.8800048828125,380.7789001464844,382.3299865722656,382.3299865722656,146670499
2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,380.3599853515625,152701639
2021-03-01,385.5899963378906,390.9200134277344,380.5719909667969,389.5799865722656,389.5799865722656,105348798
2021-03-02,389.82000732421875,390.07000732421875,386.0,386.5400085449219,386.5400085449219,79595332
2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,381.4200134277344,119940211
2021-03-04,381.2200012207031,384.0,371.8800048828125,376.70001220703125,376.70001220703125,183433020
2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,383.6300048828125,152039624
2021-03-08,384.6600036621094,387.67999267578125,381.4200134277344,381.7200012207031,381.7200012207031,123149245
2021-03-09,385.8500061035156,389.9100036621094,381.7298889160156,387.1700134277344,387.1700134277344,113633556
2021-03-10,389.69000244140625,391.3999938964844,388.1701965332031,389.5799865722656,389.5799865722656,109899410
2021-03-11,392.2300109863281,395.6499938964844,391.739990234375,393.5299987792969,393.5299987792969,86245040
2021-03-12,392.07000732421875,394.2099914550781,391.20001220703125,394.05999755859375,394.05999755859375,64653565
2021-03-15,394.3299865722656,396.68499755859375,392.0299987792969,396.4100036621094,396.4100036621094,73592302
2021-03-16,397.07000732421875,397.8299865722656,395.0799865722656,395.9100036621094,395.9100036621094,73722506
2021-03-17,394.5299987792969,398.1199951171875,393.29998779296875,397.260009765625,397.260009765625,97959265
2021-03-18,394.4750061035156,396.7200012207031,390.75,391.4800109863281,391.4800109863281,115349101
2021-03-19,389.8800048828125,391.5690002441406,387.1499938964844,389.4800109863281,389.4800109863281,113624490
2021-03-22,390.0299987792969,394.07000732421875,389.9700012207031,392.5899963378906,392.5899963378906,73778646
2021-03-23,391.9100036621094,393.4599914550781,388.6600036621094,389.5,389.5,90686552
2021-03-24,391.0,392.75,387.4700012207031,387.5199890136719,387.5199890136719,97588644
2021-03-25,385.9800109863281,390.54998779296875,383.8999938964844,389.70001220703125,389.70001220703125,116128622
2021-03-26,390.92999267578125,396.4100036621094,390.2900085449219,395.9800109863281,395.9800109863281,114409114
2021-03-29,394.3999938964844,396.75,392.80999755859375,395.7799987792969,395.7799987792969,108107626
2021-03-30,394.4200134277344,395.45001220703125,393.0199890136719,394.7300109863281,394.7300109863281,76262249
2021-03-31,395.3399963378906,398.0,395.30999755859375,396.3299865722656,396.3299865722656,112734214
2021-04-01,398.3999938964844,400.6700134277344,398.17999267578125,400.6099853515625,400.6099853515625,99682876
2021-04-05,403.4599914550781,406.94000244140625,403.3800048828125,406.3599853515625,406.3599853515625,91684764
2021-04-06,405.760009765625,407.239990234375,405.3999938964844,406.1199951171875,406.1199951171875,62020953
2021-04-07,405.94000244140625,406.9599914550781,405.45001220703125,406.5899963378906,406.5899963378906,55836280
2021-04-08,407.92999267578125,408.5799865722656,406.92999267578125,408.5199890136719,408.5199890136719,57863114
2021-04-09,408.3900146484375,411.6700134277344,408.260009765625,411.489990234375,411.489990234375,61104559
2021-04-12,410.8500061035156,411.92999267578125,410.20001220703125,411.6400146484375,411.6400146484375,56704899
2021-04-13,411.5299987792969,413.52899169921875,411.1199951171875,412.8599853515625,412.8599853515625,56550988
2021-04-14,412.8299865722656,413.9599914550781,410.8699951171875,411.45001220703125,411.45001220703125,61659907
2021-04-15,413.739990234375,416.1600036621094,413.69000244140625,415.8699951171875,415.8699951171875,60229842
2021-04-16,417.25,417.9100036621094,415.7300109863281,417.260009765625,417.260009765625,82037278
2021-04-19,416.260009765625,416.739990234375,413.7900085449219,415.2099914550781,415.2099914550781,78498496
2021-04-20,413.9100036621094,415.0859069824219,410.5899963378906,412.1700134277344,412.1700134277344,81851828
2021-04-21,411.510009765625,416.2900085449219,411.3599853515625,416.07000732421875,416.07000732421875,66792983
2021-04-22,415.8900146484375,416.7799987792969,411.1300048828125,412.2699890136719,412.2699890136719,97582788
2021-04-23,412.8699951171875,418.25,412.7900085449219,416.739990234375,416.739990234375,73276195
2021-04-26,417.44000244140625,418.2200012207031,416.81109619140625,417.6099853515625,417.6099853515625,52182392
2021-04-27,417.92999267578125,418.1400146484375,416.29998779296875,417.5199890136719,417.5199890136719,51303056
2021-04-28,417.80999755859375,419.010009765625,416.8999938964844,417.3999938964844,417.3999938964844,51238854
2021-04-29,420.32000732421875,420.7200012207031,416.44000244140625,420.05999755859375,420.05999755859375,78544329
2021-04-30,417.6300048828125,418.5400085449219,416.3399963378906,417.29998779296875,417.29998779296875,85527030
2021-05-03,419.42999267578125,419.8399963378906,417.6650085449219,418.20001220703125,418.20001220703125,68128289
2021-05-04,416.07000732421875,416.6000061035156,411.6700134277344,415.6199951171875,415.6199951171875,101591166
2021-05-05,417.3800048828125,417.6300048828125,415.1499938964844,415.75,415.75,39960661
2021-05-06,415.8299865722656,419.2099914550781,413.67498779296875,419.07000732421875,419.07000732421875,74321368
2021-05-07,419.8900146484375,422.81500244140625,419.1600036621094,422.1199951171875,422.1199951171875,67733790
2021-05-10,422.5,422.739990234375,417.80999755859375,417.94000244140625,417.94000244140625,81852446
2021-05-11,413.1000061035156,415.2699890136719,410.05999755859375,414.2099914550781,414.2099914550781,116887975
2021-05-12,411.2300109863281,412.5899963378906,404.0,405.4100036621094,405.4100036621094,134811046
2021-05-13,407.07000732421875,412.3500061035156,407.0199890136719,410.2799987792969,410.2799987792969,106393963
2021-05-14,413.2099914550781,417.489990234375,413.17999267578125,416.5799865722656,416.5799865722656,82201629
2021-05-17,415.3900146484375,416.3900146484375,413.3599853515625,415.5199890136719,415.5199890136719,65129221
2021-05-18,415.79998779296875,416.05999755859375,411.7699890136719,411.94000244140625,411.94000244140625,59810238
2021-05-19,406.9200134277344,411.04998779296875,405.3299865722656,410.8599853515625,410.8599853515625,106467052
2021-05-20,411.79998779296875,416.625,411.6700134277344,415.2799987792969,415.2799987792969,78022218
2021-05-21,416.8699951171875,418.20001220703125,414.45001220703125,414.94000244140625,414.94000244140625,76578662
2021-05-24,417.3399963378906,420.32000732421875,417.0799865722656,419.1700134277344,419.1700134277344,51376702
2021-05-25,420.3299865722656,420.7099914550781,417.6199951171875,418.239990234375,418.239990234375,57451396
2021-05-26,418.8699951171875,419.6099853515625,417.760009765625,419.07000732421875,419.07000732421875,43088618
2021-05-27,420.1700134277344,420.7200012207031,418.985107421875,419.2900085449219,419.2900085449219,56707677
2021-05-28,420.9700012207031,421.25,419.7900085449219,420.0400085449219,420.0400085449219,58520164
